colight	TRAIN_VERBOSE	0	230.0	175.1	-256.71	7.08	0.39	476
colight	TRAIN_VERBOSE	0	253.7	152.8	-247.47	7.40	0.42	1285
colight	TRAIN_VERBOSE	0	243.2	153.3	-226.72	6.88	0.42	2057
colight	TRAIN_VERBOSE	0	241.8	173.0	-221.18	6.79	0.42	2816
colight	TRAIN	0	241.8	173.0	-221.18	6.79	0.42	2816
colight	TRAIN_VERBOSE	1	168.4	156.7	-109.62	3.26	0.33	565
colight	TRAIN_VERBOSE	1	184.9	146.4	-139.55	4.18	0.36	1332
colight	TRAIN_VERBOSE	1	190.5	135.4	-145.22	4.35	0.37	2082
colight	TRAIN_VERBOSE	1	196.7	134.4	-155.52	4.69	0.38	2829
colight	TRAIN	1	196.7	134.4	-155.52	4.69	0.38	2829
colight	TRAIN_VERBOSE	2	156.4	132.8	-98.72	2.99	0.32	576
colight	TRAIN_VERBOSE	2	179.9	137.7	-129.81	3.85	0.36	1325
colight	TRAIN_VERBOSE	2	187.3	141.2	-142.39	4.22	0.37	2074
colight	TRAIN_VERBOSE	2	192.1	144.5	-147.68	4.42	0.38	2841
colight	TRAIN	2	192.1	144.5	-147.68	4.42	0.38	2841
colight	TRAIN_VERBOSE	3	170.1	149.8	-111.93	3.42	0.33	568
colight	TRAIN_VERBOSE	3	188.3	144.4	-143.54	4.40	0.36	1339
colight	TRAIN_VERBOSE	3	191.8	143.0	-146.15	4.51	0.37	2086
colight	TRAIN_VERBOSE	3	195.4	141.7	-153.56	4.80	0.38	2817
colight	TRAIN	3	195.4	141.7	-153.56	4.80	0.38	2817
colight	TRAIN_VERBOSE	4	164.2	143.9	-101.65	3.14	0.33	576
colight	TRAIN_VERBOSE	4	183.1	149.7	-139.41	4.35	0.36	1313
colight	TRAIN_VERBOSE	4	198.5	152.1	-151.10	4.69	0.38	2081
colight	TRAIN_VERBOSE	4	197.4	156.8	-154.33	4.75	0.38	2840
colight	TRAIN	4	197.4	156.8	-154.33	4.75	0.38	2840
colight	TRAIN_VERBOSE	5	159.1	163.8	-92.97	2.87	0.32	579
colight	TRAIN_VERBOSE	5	176.7	159.6	-120.26	3.65	0.36	1356
colight	TRAIN_VERBOSE	5	177.1	154.0	-124.57	3.76	0.36	2086
colight	TRAIN_VERBOSE	5	179.9	148.0	-128.26	3.87	0.36	2852
colight	TRAIN	5	179.9	148.0	-128.26	3.87	0.36	2852
colight	TRAIN_VERBOSE	6	164.0	122.7	-101.29	3.10	0.33	574
colight	TRAIN_VERBOSE	6	178.5	125.0	-122.69	3.77	0.35	1338
colight	TRAIN_VERBOSE	6	181.6	128.0	-126.09	3.90	0.36	2084
colight	TRAIN_VERBOSE	6	183.7	133.2	-130.25	4.03	0.37	2841
colight	TRAIN	6	183.7	133.2	-130.25	4.03	0.37	2841
colight	TRAIN_VERBOSE	7	158.6	125.0	-92.87	2.86	0.32	571
colight	TRAIN_VERBOSE	7	174.7	124.0	-117.41	3.63	0.35	1347
colight	TRAIN_VERBOSE	7	177.2	123.3	-122.36	3.78	0.36	2087
colight	TRAIN_VERBOSE	7	182.9	125.1	-131.40	4.11	0.37	2827
colight	TRAIN	7	182.9	125.1	-131.40	4.11	0.37	2827
colight	TRAIN_VERBOSE	8	167.4	144.7	-104.63	3.28	0.34	576
colight	TRAIN_VERBOSE	8	179.6	136.2	-125.79	3.93	0.36	1344
colight	TRAIN_VERBOSE	8	184.0	129.7	-131.04	4.07	0.37	2078
colight	TRAIN_VERBOSE	8	185.4	126.5	-133.98	4.17	0.37	2850
colight	TRAIN	8	185.4	126.5	-133.98	4.17	0.37	2850
colight	TRAIN_VERBOSE	9	156.8	125.3	-91.56	2.85	0.32	568
colight	TRAIN_VERBOSE	9	182.3	125.5	-131.74	4.05	0.36	1343
colight	TRAIN_VERBOSE	9	183.1	127.3	-133.92	4.11	0.37	2079
colight	TRAIN_VERBOSE	9	184.7	125.2	-136.70	4.19	0.37	2847
colight	TRAIN	9	184.7	125.2	-136.70	4.19	0.37	2847
colight	TRAIN_VERBOSE	10	159.5	113.9	-96.12	2.90	0.33	579
colight	TRAIN_VERBOSE	10	168.1	114.2	-113.78	3.47	0.34	1363
colight	TRAIN_VERBOSE	10	174.1	116.5	-119.96	3.73	0.36	2085
colight	TRAIN_VERBOSE	10	180.4	117.7	-129.47	4.00	0.37	2850
colight	TRAIN	10	180.4	117.7	-129.47	4.00	0.37	2850
colight	TRAIN_VERBOSE	11	168.7	109.4	-99.45	3.13	0.33	574
colight	TRAIN_VERBOSE	11	177.5	109.9	-122.93	3.83	0.36	1348
colight	TRAIN_VERBOSE	11	180.8	111.1	-128.48	3.98	0.37	2092
colight	TRAIN_VERBOSE	11	181.7	112.5	-130.49	4.05	0.37	2843
colight	TRAIN	11	181.7	112.5	-130.49	4.05	0.37	2843
colight	TRAIN_VERBOSE	12	170.0	128.3	-103.72	3.28	0.33	572
colight	TRAIN_VERBOSE	12	175.3	127.8	-119.11	3.69	0.35	1349
colight	TRAIN_VERBOSE	12	176.7	126.2	-119.22	3.72	0.35	2092
colight	TRAIN_VERBOSE	12	178.8	126.0	-123.97	3.84	0.36	2857
colight	TRAIN	12	178.8	126.0	-123.97	3.84	0.36	2857
colight	TRAIN_VERBOSE	13	156.8	116.8	-90.29	2.76	0.31	580
colight	TRAIN_VERBOSE	13	177.7	119.0	-125.57	3.85	0.35	1344
colight	TRAIN_VERBOSE	13	180.2	118.6	-127.29	3.91	0.35	2088
colight	TRAIN_VERBOSE	13	180.2	116.9	-128.43	3.92	0.36	2861
colight	TRAIN	13	180.2	116.9	-128.43	3.92	0.36	2861
colight	TRAIN_VERBOSE	14	158.9	109.6	-91.30	2.79	0.31	572
colight	TRAIN_VERBOSE	14	173.0	108.8	-120.73	3.67	0.35	1349
colight	TRAIN_VERBOSE	14	179.3	110.9	-127.74	3.91	0.36	2090
colight	TRAIN_VERBOSE	14	183.4	111.5	-132.90	4.10	0.36	2855
colight	TRAIN	14	183.4	111.5	-132.90	4.10	0.36	2855
colight	TRAIN_VERBOSE	15	163.4	110.9	-96.78	3.06	0.32	557
colight	TRAIN_VERBOSE	15	180.6	114.3	-123.34	3.86	0.36	1357
colight	TRAIN_VERBOSE	15	182.5	116.5	-127.55	3.98	0.37	2092
colight	TRAIN_VERBOSE	15	183.9	117.3	-130.69	4.09	0.37	2857
colight	TRAIN	15	183.9	117.3	-130.69	4.09	0.37	2857
colight	TRAIN_VERBOSE	16	161.6	121.6	-97.43	2.98	0.33	579
colight	TRAIN_VERBOSE	16	173.4	115.1	-116.85	3.64	0.36	1361
colight	TRAIN_VERBOSE	16	177.7	118.3	-123.12	3.79	0.36	2078
colight	TRAIN_VERBOSE	16	183.2	121.5	-129.79	3.97	0.37	2851
colight	TRAIN	16	183.2	121.5	-129.79	3.97	0.37	2851
colight	TRAIN_VERBOSE	17	162.4	127.4	-94.75	2.96	0.32	571
colight	TRAIN_VERBOSE	17	178.2	128.4	-121.37	3.75	0.36	1347
colight	TRAIN_VERBOSE	17	182.6	126.9	-127.51	3.91	0.37	2079
colight	TRAIN_VERBOSE	17	185.2	125.1	-130.03	4.02	0.37	2840
colight	TRAIN	17	185.2	125.1	-130.03	4.02	0.37	2840
colight	TRAIN_VERBOSE	18	159.6	110.1	-96.02	2.98	0.30	579
colight	TRAIN_VERBOSE	18	178.8	106.7	-125.95	3.82	0.35	1339
colight	TRAIN_VERBOSE	18	182.2	102.8	-130.33	4.00	0.36	2092
colight	TRAIN_VERBOSE	18	186.4	104.8	-134.62	4.19	0.37	2831
colight	TRAIN	18	186.4	104.8	-134.62	4.19	0.37	2831
colight	TRAIN_VERBOSE	19	164.3	110.2	-100.80	3.12	0.32	571
colight	TRAIN_VERBOSE	19	174.0	112.2	-117.37	3.58	0.35	1354
colight	TRAIN_VERBOSE	19	179.9	110.0	-123.94	3.91	0.36	2065
colight	TRAIN_VERBOSE	19	187.8	109.7	-132.27	4.19	0.37	2831
colight	TRAIN	19	187.8	109.7	-132.27	4.19	0.37	2831
