dqn	TRAIN_VERBOSE	0	226.3	25.5	-191.04	5.26	0.36	430
dqn	TRAIN_VERBOSE	0	210.8	30.1	-155.90	4.59	0.35	1119
dqn	TRAIN_VERBOSE	0	199.5	32.4	-137.27	4.16	0.35	1751
dqn	TRAIN_VERBOSE	0	191.2	34.4	-125.77	3.84	0.34	2387
dqn	TRAIN	0	191.2	34.4	-125.77	3.84	0.34	2387
dqn	TEST_VERBOSE	0	149.8	100.0	-76.97	2.51	0.28	478
dqn	TEST_VERBOSE	0	166.3	100.0	-89.28	2.86	0.31	1125
dqn	TEST_VERBOSE	0	169.7	100.0	-92.44	2.97	0.32	1744
dqn	TEST_VERBOSE	0	168.7	100.0	-90.83	2.92	0.32	2380
dqn	TEST	0	168.7	100.0	-90.83	2.92	0.32	2380
dqn	TRAIN_VERBOSE	1	158.4	36.9	-75.09	2.45	0.28	491
dqn	TRAIN_VERBOSE	1	157.9	36.1	-81.29	2.60	0.30	1133
dqn	TRAIN_VERBOSE	1	162.2	35.4	-85.54	2.77	0.31	1736
dqn	TRAIN_VERBOSE	1	164.2	34.8	-86.70	2.80	0.31	2388
dqn	TRAIN	1	164.2	34.8	-86.70	2.80	0.31	2388
dqn	TEST_VERBOSE	1	149.4	100.0	-68.53	2.19	0.27	486
dqn	TEST_VERBOSE	1	160.9	100.0	-83.42	2.65	0.30	1135
dqn	TEST_VERBOSE	1	159.9	100.0	-84.09	2.67	0.31	1759
dqn	TEST_VERBOSE	1	160.8	100.0	-85.54	2.73	0.31	2369
dqn	TEST	1	160.8	100.0	-85.54	2.73	0.31	2369
dqn	TRAIN_VERBOSE	2	159.8	32.6	-77.50	2.49	0.28	494
dqn	TRAIN_VERBOSE	2	161.2	31.9	-83.45	2.67	0.30	1144
dqn	TRAIN_VERBOSE	2	161.3	31.3	-83.89	2.68	0.30	1753
dqn	TRAIN_VERBOSE	2	163.0	30.8	-86.63	2.79	0.31	2388
dqn	TRAIN	2	163.0	30.8	-86.63	2.79	0.31	2388
dqn	TEST_VERBOSE	2	153.3	100.0	-68.58	2.18	0.29	494
dqn	TEST_VERBOSE	2	159.7	100.0	-78.60	2.50	0.31	1132
dqn	TEST_VERBOSE	2	160.9	100.0	-79.63	2.54	0.32	1752
dqn	TEST_VERBOSE	2	162.3	100.0	-82.94	2.64	0.32	2391
dqn	TEST	2	162.3	100.0	-82.94	2.64	0.32	2391
dqn	TRAIN_VERBOSE	3	153.3	29.5	-73.47	2.39	0.28	484
dqn	TRAIN_VERBOSE	3	157.9	28.9	-81.58	2.58	0.30	1144
dqn	TRAIN_VERBOSE	3	162.1	28.7	-87.12	2.76	0.31	1756
dqn	TRAIN_VERBOSE	3	161.9	28.7	-87.24	2.75	0.31	2385
dqn	TRAIN	3	161.9	28.7	-87.24	2.75	0.31	2385
dqn	TEST_VERBOSE	3	148.4	100.0	-61.59	2.01	0.27	501
dqn	TEST_VERBOSE	3	154.7	100.0	-74.83	2.41	0.30	1145
dqn	TEST_VERBOSE	3	160.3	100.0	-79.92	2.58	0.31	1745
dqn	TEST_VERBOSE	3	162.1	100.0	-81.91	2.64	0.31	2391
dqn	TEST	3	162.1	100.0	-81.91	2.64	0.31	2391
dqn	TRAIN_VERBOSE	4	146.9	28.5	-66.13	2.11	0.28	499
dqn	TRAIN_VERBOSE	4	151.7	28.9	-76.11	2.39	0.30	1140
dqn	TRAIN_VERBOSE	4	153.4	28.4	-77.58	2.45	0.30	1757
dqn	TRAIN_VERBOSE	4	156.6	28.1	-80.58	2.54	0.31	2389
dqn	TRAIN	4	156.6	28.1	-80.58	2.54	0.31	2389
dqn	TEST_VERBOSE	4	144.4	100.0	-59.88	1.91	0.28	485
dqn	TEST_VERBOSE	4	155.6	100.0	-75.42	2.39	0.30	1152
dqn	TEST_VERBOSE	4	157.5	100.0	-77.24	2.45	0.30	1755
dqn	TEST_VERBOSE	4	159.8	100.0	-80.74	2.53	0.31	2390
dqn	TEST	4	159.8	100.0	-80.74	2.53	0.31	2390
dqn	TRAIN_VERBOSE	5	146.7	27.3	-64.17	2.02	0.27	491
dqn	TRAIN_VERBOSE	5	159.0	26.9	-79.65	2.54	0.30	1134
dqn	TRAIN_VERBOSE	5	160.8	26.9	-82.92	2.64	0.30	1762
dqn	TRAIN_VERBOSE	5	161.4	26.7	-84.15	2.67	0.31	2400
dqn	TRAIN	5	161.4	26.7	-84.15	2.67	0.31	2400
dqn	TEST_VERBOSE	5	152.9	100.0	-68.32	2.17	0.28	493
dqn	TEST_VERBOSE	5	158.5	100.0	-78.83	2.50	0.30	1149
dqn	TEST_VERBOSE	5	159.6	100.0	-80.94	2.58	0.30	1753
dqn	TEST_VERBOSE	5	161.1	100.0	-83.81	2.66	0.31	2395
dqn	TEST	5	161.1	100.0	-83.81	2.66	0.31	2395
dqn	TRAIN_VERBOSE	6	147.3	25.7	-60.94	1.95	0.28	498
dqn	TRAIN_VERBOSE	6	151.1	25.7	-72.02	2.28	0.30	1130
dqn	TRAIN_VERBOSE	6	157.1	25.7	-77.22	2.45	0.31	1755
dqn	TRAIN_VERBOSE	6	158.1	25.9	-79.70	2.52	0.31	2389
