lane_id,queueing_time,queueing_length,timestep
-102818928#0_0,0.0,0.0,32760.0
-102818928#0_0,78.0,25.77936305732484,33120.0
-102818928#0_0,135.74722222222223,46.13413888888889,33480.0
-102818928#0_0,163.525,48.059361111111116,33840.0
-102818928#0_0,132.425,46.30833333333333,34200.0
-102818928#0_0,120.89801699716713,47.29762039660057,34560.0
-102818928#0_0,130.95555555555555,48.03938888888889,34920.0
-102818928#0_0,143.88055555555556,47.5195,35280.0
-102818928#0_0,156.79166666666666,47.90263888888889,35640.0
-102818928#0_0,153.04166666666666,47.23886111111111,36000.0
-102818928#1_1,0.0,0.0,32760.0
-102818928#1_1,0.0,0.0,33120.0
-102818928#1_1,79.08417508417509,31.31878787878788,33480.0
-102818928#1_1,160.26388888888889,75.56061111111111,33840.0
-102818928#1_1,150.84722222222223,90.48,34200.0
-102818928#1_1,120.125,89.65988888888889,34560.0
-102818928#1_1,130.4138888888889,93.55488888888887,34920.0
-102818928#1_1,148.3527777777778,92.41066666666666,35280.0
-102818928#1_1,157.58333333333334,93.03847222222223,35640.0
-102818928#1_1,171.3361111111111,99.03322222222222,36000.0
-103512657_0,0.0,0.0,32760.0
-103512657_0,4.0,6.001428571428571,33120.0
-103512657_0,0.0,0.0,33480.0
-103512657_0,0.0,0.0,33840.0
-103512657_0,0.0,0.0,34200.0
-103512657_0,0.0,0.0,34560.0
-103512657_0,81.0,7.89601226993865,34920.0
-103512657_0,149.75190839694656,6.240076335877862,35280.0
-103512657_0,10.5,2.6016666666666666,35640.0
-103512657_0,78.50625,6.647499999999999,36000.0
-103512667#0_1,0.0,0.0,32760.0
-103512667#0_1,0.0,0.0,33120.0
-103512667#0_1,0.0,0.0,33480.0
-103512667#0_1,0.0,0.0,33840.0
-103512667#0_1,0.0,0.0,34200.0
-103512667#0_1,80.24712643678161,14.168563218390805,34560.0
-103512667#0_1,89.44011142061281,16.4558217270195,34920.0
-103512667#0_1,159.93333333333334,37.52594444444445,35280.0
-103512667#0_1,171.0388888888889,38.63638888888889,35640.0
-103512667#0_1,134.80277777777778,43.365249999999996,36000.0
-103512667#2_1,0.0,0.0,32760.0
-103512667#2_1,0.0,0.0,33120.0
-103512667#2_1,0.0,0.0,33480.0
-103512667#2_1,0.0,0.0,33840.0
-103512667#2_1,0.0,0.0,34200.0
-103512667#2_1,0.0,0.0,34560.0
-103512667#2_1,0.0,0.0,34920.0
-103512667#2_1,82.5,6.470120481927711,35280.0
-103512667#2_1,155.61173184357543,16.914888268156428,35640.0
-103512667#2_1,132.6078431372549,19.73605042016807,36000.0
-103671248_1,0.0,0.0,32760.0
-103671248_1,0.0,0.0,33120.0
-103671248_1,0.0,0.0,33480.0
-103671248_1,0.0,0.0,33840.0
-103671248_1,0.0,0.0,34200.0
-103671248_1,0.0,0.0,34560.0
-103671248_1,0.0,0.0,34920.0
-103671248_1,0.0,0.0,35280.0
-103671248_1,0.0,0.0,35640.0
-103671248_1,39.5,2.0,36000.0
-103678458#0_0,0.0,0.0,32760.0
-103678458#0_0,0.0,0.0,33120.0
-103678458#0_0,0.0,0.0,33480.0
-103678458#0_0,0.0,0.0,33840.0
-103678458#0_0,0.0,0.0,34200.0
-103678458#0_0,0.0,0.0,34560.0
-103678458#0_0,0.0,0.0,34920.0
-103678458#0_0,0.0,0.0,35280.0
-103678458#0_0,0.0,0.0,35640.0
-103678458#0_0,0.0,0.0,36000.0
-103718186_0,0.0,0.0,32760.0
-103718186_0,1.5833333333333333,4.630833333333333,33120.0
-103718186_0,0.0,0.0,33480.0
-103718186_0,1.6666666666666667,4.001666666666666,33840.0
-103718186_0,3.0,6.302,34200.0
-103718186_0,0.0,0.0,34560.0
-103718186_0,127.0,11.227098039215686,34920.0
-103718186_0,103.56940509915015,12.364702549575071,35280.0
-103718186_0,160.9050279329609,13.132150837988828,35640.0
-103718186_0,166.0,13.368379888268157,36000.0
-103718186_1,0.0,0.0,32760.0
-103718186_1,6.0,5.538461538461538,33120.0
-103718186_1,0.0,0.0,33480.0
-103718186_1,0.0,0.0,33840.0
-103718186_1,0.0,0.0,34200.0
-103718186_1,0.0,0.0,34560.0
-103718186_1,0.0,0.0,34920.0
-103718186_1,0.0,0.0,35280.0
-103718186_1,118.0,5.98464135021097,35640.0
-103718186_1,162.15882352941176,10.428,36000.0
-10425610#1_1,0.0,0.0,32760.0
-10425610#1_1,0.0,0.0,33120.0
-10425610#1_1,0.0,0.0,33480.0
-10425610#1_1,7.0,1.91,33840.0
-10425610#1_1,0.0,0.0,34200.0
-10425610#1_1,0.0,0.0,34560.0
-10425610#1_1,0.0,0.0,34920.0
-10425610#1_1,0.0,0.0,35280.0
-10425610#1_1,0.0,0.0,35640.0
-10425610#1_1,0.0,0.0,36000.0
-10425610#1_2,0.5,3.01,32760.0
-10425610#1_2,1.0,4.0,33120.0
-10425610#1_2,1.1666666666666667,3.8966666666666665,33480.0
-10425610#1_2,2.5,6.025,33840.0
-10425610#1_2,7.869565217391305,14.457282608695651,34200.0
-10425610#1_2,92.29813664596273,11.281583850931677,34560.0
-10425610#1_2,152.43333333333334,23.809583333333336,34920.0
-10425610#1_2,138.27374301675977,19.22505586592179,35280.0
-10425610#1_2,132.5611111111111,18.246305555555555,35640.0
-10425610#1_2,134.55555555555554,23.240361111111113,36000.0
-10425610#1_3,2.5,5.001666666666666,32760.0
-10425610#1_3,0.0,0.0,33120.0
-10425610#1_3,2.5806451612903225,4.330967741935484,33480.0
-10425610#1_3,2.92,5.4024,33840.0
-10425610#1_3,9.8671875,13.047109375,34200.0
-10425610#1_3,102.84679665738162,13.382534818941505,34560.0
-10425610#1_3,152.7808988764045,7.46811797752809,34920.0
-10425610#1_3,50.6,6.635485714285714,35280.0
-10425610#1_3,84.31632653061224,6.160867346938775,35640.0
-10425610#1_3,108.25523012552301,12.765815899581591,36000.0
-10425611#0_0,3.5365853658536586,4.978292682926829,32760.0
-10425611#0_0,3.6,5.648909090909091,33120.0
-10425611#0_0,3.9722222222222223,5.496944444444444,33480.0
-10425611#0_0,32.23170731707317,5.634146341463414,33840.0
-10425611#0_0,5.361111111111111,5.774166666666667,34200.0
-10425611#0_0,33.78139534883721,5.833255813953489,34560.0
-10425611#0_0,53.93984962406015,5.8196240601503755,34920.0
-10425611#0_0,3.52,4.5624,35280.0
-10425611#0_0,22.776,5.7008,35640.0
-10425611#0_0,55.56551724137931,5.793310344827586,36000.0
-10425611#0_1,0.0,0.0,32760.0
-10425611#0_1,3.25,7.130714285714285,33120.0
-10425611#0_1,0.3333333333333333,2.0066666666666664,33480.0
-10425611#0_1,4.230769230769231,4.615384615384615,33840.0
-10425611#0_1,2.3793103448275863,6.98551724137931,34200.0
-10425611#0_1,0.0,0.0,34560.0
-10425611#0_1,1.0,4.026666666666666,34920.0
-10425611#0_1,0.8181818181818182,3.2763636363636364,35280.0
-10425611#0_1,0.0,0.0,35640.0
-10425611#0_1,0.0,0.0,36000.0
-11014139#1_1,4.3,10.651,32760.0
-11014139#1_1,2.8,4.206,33120.0
-11014139#1_1,6.5625,5.250625,33480.0
-11014139#1_1,4.636363636363637,9.548181818181819,33840.0
-11014139#1_1,2.625,4.5,34200.0
-11014139#1_1,7.72,5.04,34560.0
-11014139#1_1,0.0,0.0,34920.0
-11014139#1_1,9.545454545454545,5.454545454545454,35280.0
-11014139#1_1,4.3478260869565215,5.3539130434782605,35640.0
-11014139#1_1,17.3125,5.6259375,36000.0
-11014139#1_2,0.0,0.0,32760.0
-11014139#1_2,0.0,0.0,33120.0
-11014139#1_2,22.177777777777777,6.618333333333333,33480.0
-11014139#1_2,40.516129032258064,9.258172043010752,33840.0
-11014139#1_2,84.0,5.964497041420119,34200.0
-11014139#1_2,173.08695652173913,5.739130434782608,34560.0
-11014139#1_2,0.0,0.0,34920.0
-11014139#1_2,71.0204081632653,5.877551020408164,35280.0
-11014139#1_2,43.44660194174757,5.709126213592232,35640.0
-11014139#1_2,50.12149532710281,6.322523364485981,36000.0
-115082348_1,0.0,0.0,32760.0
-115082348_1,0.0,0.0,33120.0
-115082348_1,0.0,0.0,33480.0
-115082348_1,0.0,0.0,33840.0
-115082348_1,0.0,0.0,34200.0
-115082348_1,0.0,0.0,34560.0
-115082348_1,149.50331125827816,2.5829470198675497,34920.0
-115082348_1,122.5,2.649471544715447,35280.0
-115082348_1,168.11111111111111,4.608416666666667,35640.0
-115082348_1,129.9138888888889,3.0320277777777775,36000.0
-115082348_2,113.50434782608696,5.947826086956522,32760.0
-115082348_2,166.0532212885154,5.966386554621849,33120.0
