colight	TRAIN_VERBOSE	0	334.0	6.2	-382.45	7.34	0.17	561
colight	TRAIN_VERBOSE	0	581.0	2.4	-579.92	11.06	0.20	2060
colight	TRAIN_VERBOSE	0	730.5	2.0	-666.75	12.66	0.22	3492
colight	TRAIN_VERBOSE	0	847.8	1.9	-717.43	13.60	0.23	5093
colight	TRAIN	0	847.8	1.9	-717.43	13.60	0.23	5093
colight	TRAIN_VERBOSE	1	314.7	1.5	-330.41	6.76	0.16	954
colight	TRAIN_VERBOSE	1	475.1	1.6	-486.30	9.64	0.20	2513
colight	TRAIN_VERBOSE	1	620.6	1.8	-628.24	12.01	0.22	3954
colight	TRAIN_VERBOSE	1	753.9	1.9	-740.81	13.85	0.24	5240
colight	TRAIN	1	753.9	1.9	-740.81	13.85	0.24	5240
colight	TRAIN_VERBOSE	2	319.7	1.6	-312.15	6.48	0.16	723
colight	TRAIN_VERBOSE	2	501.7	1.7	-503.41	10.19	0.20	1778
colight	TRAIN_VERBOSE	2	659.2	1.7	-625.30	12.43	0.22	2762
colight	TRAIN_VERBOSE	2	830.7	1.8	-707.10	14.10	0.24	3801
colight	TRAIN	2	830.7	1.8	-707.10	14.10	0.24	3801
colight	TRAIN_VERBOSE	3	297.4	1.6	-294.63	6.24	0.15	800
colight	TRAIN_VERBOSE	3	480.8	1.6	-470.09	9.82	0.19	1949
colight	TRAIN_VERBOSE	3	630.3	1.6	-605.52	12.18	0.22	2929
colight	TRAIN_VERBOSE	3	783.7	1.7	-714.39	13.96	0.24	3878
colight	TRAIN	3	783.7	1.7	-714.39	13.96	0.24	3878
colight	TRAIN_VERBOSE	4	279.4	2.2	-342.69	6.93	0.16	793
colight	TRAIN_VERBOSE	4	463.3	2.2	-519.24	10.16	0.20	1863
colight	TRAIN_VERBOSE	4	599.6	2.3	-627.11	12.30	0.22	2744
colight	TRAIN_VERBOSE	4	717.4	2.2	-722.29	14.08	0.24	3521
colight	TRAIN	4	717.4	2.2	-722.29	14.08	0.24	3521
colight	TRAIN_VERBOSE	5	274.5	1.4	-329.30	6.74	0.15	777
colight	TRAIN_VERBOSE	5	494.1	1.5	-456.10	9.65	0.19	2122
colight	TRAIN_VERBOSE	5	605.7	1.4	-579.88	11.96	0.22	3010
colight	TRAIN_VERBOSE	5	717.8	1.4	-691.45	13.89	0.24	3823
colight	TRAIN	5	717.8	1.4	-691.45	13.89	0.24	3823
colight	TRAIN_VERBOSE	6	236.2	1.2	-320.74	6.71	0.15	803
colight	TRAIN_VERBOSE	6	404.5	1.2	-466.82	9.69	0.20	1937
colight	TRAIN_VERBOSE	6	553.0	1.2	-582.37	11.84	0.22	2817
colight	TRAIN_VERBOSE	6	724.8	1.2	-697.55	13.89	0.24	3727
colight	TRAIN	6	724.8	1.2	-697.55	13.89	0.24	3727
colight	TRAIN_VERBOSE	7	275.2	1.1	-324.88	6.64	0.16	760
colight	TRAIN_VERBOSE	7	468.6	1.1	-484.40	9.98	0.20	1693
colight	TRAIN_VERBOSE	7	662.5	1.5	-596.97	12.10	0.22	2773
colight	TRAIN_VERBOSE	7	837.3	1.5	-695.14	13.88	0.24	3772
colight	TRAIN	7	837.3	1.5	-695.14	13.88	0.24	3772
colight	TRAIN_VERBOSE	8	257.1	1.2	-309.26	6.39	0.15	877
colight	TRAIN_VERBOSE	8	444.8	1.3	-483.63	9.86	0.20	2167
colight	TRAIN_VERBOSE	8	607.5	1.2	-612.57	12.28	0.23	3404
colight	TRAIN_VERBOSE	8	769.9	1.2	-710.96	14.01	0.25	4715
colight	TRAIN	8	769.9	1.2	-710.96	14.01	0.25	4715
colight	TRAIN_VERBOSE	9	273.8	1.1	-307.39	6.69	0.15	853
colight	TRAIN_VERBOSE	9	457.5	1.1	-453.22	9.49	0.20	2312
